200 200 12.4
250 200 12.4
300 200 12.4
350 200 7.3
400 200 2.1
450 200 -3.0
500 200 -7.6
550 200 -11.9
600 200 -17.1
650 200 -21.9
700 200 -25.5
750 200 -30.7
800 200 -34.4
850 200 -39.2
900 200 -43.1
950 200 -47.3
1000 200 -51.4
1050 200 -56.3
1100 200 -60.9
1150 200 -64.1
1200 200 -67.0
1250 200 -72.1
1300 200 -75.8
1350 200 -79.6
1400 200 -84.3
1450 200 -117.6
1500 200 -141.3
1550 200 -160.4
1600 200 -231.5
1650 200 -232.5
1700 200 -233.4
1750 200 -232.6
1800 200 -234.8
1850 200 -238.6
1900 200 -231.8
1950 200 -225.0
2000 200 -227.1
2050 200 -230.1
2100 200 -232.3
2150 200 -235.4
2200 200 -237.4
2250 200 -240.5
2300 200 -243.2
2350 200 -246.1
2400 200 -249.1
2450 200 -252.0
2500 200 -254.9
2550 200 -257.9
2600 200 -260.8
2650 200 -263.7
2700 200 -266.7
2750 200 -269.6
2800 200 -272.5
2850 200 -275.4
2900 200 -278.4
2950 200 -281.3
3000 200 -284.2
3050 200 -287.2
3100 200 -290.1
3150 200 -291.8
3200 200 -293.0
3250 200 -298.3
3300 200 -298.7
3350 200 -301.6
3400 200 -305.1
3450 200 -307.8
3500 200 -306.5
3550 200 -290.5
3600 200 -294.8
3650 200 -303.2
3700 200 -306.8
3750 200 -318.9
3800 200 -329.9
3850 200 -333.5
3900 200 -334.2
3950 200 -334.2
4000 200 -337.0
4050 200 -340.7
4100 200 -342.0
4150 200 -345.9
4200 200 -359.3
4250 200 -378.9
4300 200 -405.2
4350 200 -439.9
4400 200 -464.9
4450 200 -491.3
4500 200 -518.0
4550 200 -547.0
4600 200 -576.2
4650 200 -601.8
4700 200 -633.0
4750 200 -659.2
4800 200 -688.5
4850 200 -713.0
4900 200 -737.3
4950 200 -759.7
5000 200 -775.5
5050 200 -793.1
5100 200 -803.7
5150 200 -818.9
5200 200 -826.7
5250 200 -837.9
5300 200 -847.9
5350 200 -851.9
5400 200 -859.3
5450 200 -867.4
5500 200 -873.7
5550 200 -877.7
5600 200 -878.8
5650 200 -879.8
5700 200 -869.8
200 210 12.4
250 210 12.4
300 210 11.6
350 210 8.5
400 210 1.7
450 210 -2.8
500 210 -8.0
550 210 -12.0
600 210 -17.1
650 210 -21.6
700 210 -26.7
750 210 -30.6
800 210 -34.8
850 210 -38.6
900 210 -44.6
950 210 -47.4
1000 210 -52.2
1050 210 -56.9
1100 210 -60.9
1150 210 -64.6
1200 210 -66.6
1250 210 -72.7
1300 210 -74.9
1350 210 -79.7
1400 210 -83.9
1450 210 -113.5
1500 210 -134.2
1550 210 -199.7
1600 210 -231.5
1650 210 -231.9
1700 210 -233.1
1750 210 -232.1
1800 210 -234.9
1850 210 -238.0
1900 210 -224.2
1950 210 -224.7
2000 210 -226.8
2050 210 -229.7
2100 210 -232.4
2150 210 -235.6
2200 210 -238.2
2250 210 -240.7
2300 210 -243.2
2350 210 -246.1
2400 210 -249.1
2450 210 -252.0
2500 210 -254.9
2550 210 -257.9
2600 210 -260.8
2650 210 -263.7
2700 210 -266.7
2750 210 -269.6
2800 210 -272.5
2850 210 -275.4
2900 210 -278.4
2950 210 -281.3
3000 210 -284.2
3050 210 -287.2
3100 210 -290.1
3150 210 -291.8
3200 210 -293.0
3250 210 -298.3
3300 210 -298.7
3350 210 -301.6
3400 210 -305.1
3450 210 -307.8
3500 210 -306.5
3550 210 -290.5
3600 210 -294.8
3650 210 -303.2
3700 210 -306.8
3750 210 -318.9
3800 210 -329.9
3850 210 -333.5
3900 210 -334.2
3950 210 -334.2
4000 210 -337.0
4050 210 -340.7
4100 210 -342.0
4150 210 -345.9
4200 210 -359.3
4250 210 -378.9
4300 210 -405.2
4350 210 -439.9
4400 210 -464.9
4450 210 -491.3
4500 210 -518.0
4550 210 -547.0
4600 210 -576.2
4650 210 -601.8
4700 210 -633.0
4750 210 -659.2
4800 210 -688.5
4850 210 -713.0
4900 210 -737.3
4950 210 -759.7
5000 210 -775.5
5050 210 -793.1
5100 210 -803.7
5150 210 -818.9
5200 210 -826.7
5250 210 -837.9
5300 210 -847.9
5350 210 -851.9
5400 210 -859.3
5450 210 -867.4
5500 210 -873.7
5550 210 -877.7
5600 210 -878.8
5650 210 -879.8
5700 210 -869.8
200 220 12.4
250 220 12.4
300 220 12.6
350 220 5.4
400 220 1.6
450 220 -2.7
500 220 -8.6
550 220 -12.2
600 220 -17.5
650 220 -21.6
700 220 -26.1
750 220 -30.2
800 220 -34.8
850 220 -38.5
900 220 -43.0
950 220 -46.9
1000 220 -51.8
1050 220 -54.8
1100 220 -60.1
1150 220 -64.0
1200 220 -66.0
1250 220 -72.2
1300 220 -75.5
1350 220 -79.8
1400 220 -85.3
1450 220 -123.4
1500 220 -142.7
1550 220 -214.5
1600 220 -231.3
1650 220 -231.5
1700 220 -233.0
1750 220 -232.1
1800 220 -234.7
1850 220 -237.2
1900 220 -223.5
1950 220 -224.3
2000 220 -226.5
2050 220 -229.7
2100 220 -232.4
